autores;data de apresentação e ementa
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 8/9/2015Ementa: Ficam sustados os efeitos do inteiro teor do Decreto nº 8.515, de 3 de setembro de 2015, publicado na Seção 1 do Diário Oficial da União nº 170, de 4 de setembro de 2015. Explicação: Susta decreto que delega competência ao Ministro de Estado da Defesa para a edição de atos relativos a pessoal militar.
Autores: Pastor Eurico - PSB/PE,Alan Rick - PRB/AC,Alberto Fraga - DEM/DF,Anderson Ferreira - PR/PE,Andre Moura - PSC/SE,Antonio Bulhões - PRB/SP,Aureo - SD/RJ,Capitão Augusto - PR/SP,Carlos Andrade - PHS/RR,Carlos Gomes - PRB/RS,Celso Russomanno - PRB/SP,Diego Garcia - PHS/PR,Domingos Neto - PROS/CE,Elizeu Dionizio - SD/MS,Evandro Gussi - PV/SP,Ezequiel Teixeira - SD/RJ,Fábio Sousa - PSDB/GO,Fabricio Oliveira - PSB/SC,Flavinho - PSB/SP,Francisco Floriano - PR/RJ,Geovania de Sá - PSDB/SC,Givaldo Carimbão - PROS/AL,Jair Bolsonaro - PP/RJ,Jefferson Campos - PSD/SP,Jhonatan de Jesus - PRB/RR,João Campos - PSDB/GO,Júlia Marinho - PSC/PA,Leonardo Quintão - PMDB/MG,Marcelo Aguiar - DEM/SP,Marcelo Aro - PHS/MG,Marcos Rogério - PDT/RO,Missionário José Olimpio - PP/SP,Moroni Torgan - DEM/CE,Nilton Capixaba - PTB/RO,Osmar Terra - PMDB/RS,Pastor Franklin - PTdoB/MG,Pr. Marco Feliciano - PSC/SP,Professor Victório Galli - PSC/MT,Roberto Alves - PRB/SP,Rocha - PSDB/AC,Rogério Rosso - PSD/DF,Ronaldo Fonseca - PROS/DF,Rosangela Gomes - PRB/RJ,Silas Câmara - PSD/AM,Sóstenes Cavalcante - PSD/RJ,Stefano Aguiar - PSB/MG,Tereza Cristina - PSB/MS,Vinicius Carvalho - PRB/SP.;"Data de apresentação: 15/9/2015Ementa: Susta a Portaria nº 916, de 9 de setembro de 2015, do Ministério da Educação, que ""Institui Comitê de Gênero, de caráter consultivo, no âmbito do Ministério da Educação.""."
Autores: Eros Biondini - PTB/MG,Fausto Pinato - PRB/SP,Josué Bengtson - PTB/PA,Walney Rocha - PTB/RJ,Flavinho - PSB/SP,Hugo Leal - PROS/RJ,Jhc - SD/AL,Leonardo Quintão - PMDB/MG,Andre Moura - PSC/SE,João Campos - PSDB/GO,Moroni Torgan - DEM/CE,Evandro Gussi - PV/SP,Paulo Freire - PR/SP,Lincoln Portela - PR/MG,Evair de Melo - PV/ES,Celso Maldaner - PMDB/SC,Major Olimpio - PDT/SP,Subtenente Gonzaga - PDT/MG,André Fufuca - PEN/MA,José Carlos Aleluia - DEM/BA,Valdir Colatto - PMDB/SC,Marx Beltrão - PMDB/AL,Irmão Lazaro - PSC/BA,Diego Garcia - PHS/PR,Ronaldo Martins - PRB/CE,Pastor Eurico - PSB/PE,Missionário José Olimpio - PP/SP,Tenente Lúcio - PSB/MG,Professor Victório Galli - PSC/MT,Nilton Capixaba - PTB/RO,Alan Rick - PRB/AC,Roberto Alves - PRB/SP,Ronaldo Nogueira - PTB/RS,Leonardo Picciani - PMDB/RJ,Mendonça Filho - DEM/PE,Anderson Ferreira - PR/PE,Marcelo Aguiar - DEM/SP,Sóstenes Cavalcante - PSD/RJ,Givaldo Carimbão - PROS/AL,Marcelo Aro - PHS/MG,Delegado Éder Mauro - PSD/PA,Antônio Jácome - PMN/RN,Capitão Augusto - PR/SP,Marcos Rogério - PDT/RO,Francisco Chapadinha - PSD/PA,Eduardo Bolsonaro - PSC/SP,Carlos Gomes - PRB/RS,Rogério Rosso - PSD/DF,Rodrigo Martins - PSB/PI,Vinicius Carvalho - PRB/SP,Esperidião Amin - PP/SC,Renzo Braz - PP/MG,Antonio Bulhões - PRB/SP,Cleber Verde - PRB/MA,Luiz Lauro Filho - PSB/SP,Ricardo Tripoli - PSDB/SP,Ezequiel Teixeira - SD/RJ,Miguel Lombardi - PR/SP,Francisco Floriano - PR/RJ,Jair Bolsonaro - PP/RJ,Edmar Arruda - PSC/PR,Nelson Marquezelli - PTB/SP,Jose Stédile - PSB/RS,Sérgio Moraes - PTB/RS,Raquel Muniz - PSC/MG,Uldurico Junior - PTC/BA,Jefferson Campos - PSD/SP,Brunny - PTC/MG,Gonzaga Patriota - PSB/PE,Júlio Delgado - PSB/MG,Paulo Foletto - PSB/ES,Luciano Ducci - PSB/PR,Stefano Aguiar - PSB/MG,Roberto Sales - PRB/RJ.;"Data de apresentação: 26/3/2015Ementa: Susta a Resolução nº 12, de 16 de janeiro de 2015, do Conselho Nacional de Combate à Discriminação e Promoções dos Direitos de Lésbicas, Gays, Travestis e Transexuais - CNDC/LGBT, que ""Estabelece parâmetros para a garantia das condições de acesso e permanência de pessoas travestis e transexuais - e todas aquelas que tenham sua identidade de gênero não reconhecida em diferentes espaços sociais - nos sistemas e instituições de ensino, formulando orientações quanto ao reconhecimento institucional da identidade de gênero e sua operacionalização."""
Autores: Beto Rosado - PP/RN,Jair Bolsonaro - PP/RJ.;Data de apresentação: 27/4/2015Ementa: Altera a Lei nº 9.472, de 16 de julho de 1997, e a Lei nº 7.560, de 19 de dezembro de 1986, para determinar o bloqueio do uso de celulares e radiotransmissores em presídios e penitenciárias.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 9/6/2015Ementa: Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940, e a Lei nº 7.210, de 11 de julho de 1984, impondo pena mínima de dez anos de reclusão para o indivíduo que praticar três crimes.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 1/9/2015Ementa: Acresce inciso ao art. 23, do Decreto-Lei 2.848, de 7 de dezembro de 1940, que institui o Código Penal, para não caracterizar como crime atos de defesa do patrimônio.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 10/9/2015Ementa: Estabelece a competência dos Comandantes da Marinha, Exército e Aeronáutica para aprovar, em caráter final, os Regulamentos dos estabelecimentos de ensino militares.
Autores: Giovani Cherini - PDT/RS,Afonso Motta - PDT/RS,Luis Carlos Heinze - PP/RS,Carlos Gomes - PRB/RS,Covatti Filho - PP/RS,Darcísio Perondi - PMDB/RS,Mauro Pereira - PMDB/RS,Nelson Marchezan Junior - PSDB/RS,Heitor Schuch - PSB/RS,Osmar Terra - PMDB/RS,Jerônimo Goergen - PP/RS,João Derly - REDE/RS,José Fogaça - PMDB/RS,Renato Molling - PP/RS,José Otávio Germano - PP/RS,Ronaldo Nogueira - PTB/RS,Keiko Ota - PSB/SP,Eduardo Bolsonaro - PSC/SP,Jair Bolsonaro - PP/RJ.;Data de apresentação: 1/10/2015Ementa: Altera a redação do Código Penal (Decreto-Lei nº 2.848, de 7 de dezembro de 1940) e da Lei de Execuções Penais (Lei 7.210 de 11 de julho de 1984), dispondo sobre o regime de cumprimento de pena, e dá outras providências. Explicação: Estabelece o regime fechado e aberto para cumprimento da pena privativa de liberdade, altera as condições do livramento condicional e do cumprimento de pena no regime aberto. Extingue o regime semiaberto.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 11/11/2015Ementa: Acresce o § 6º ao art. 150, do Decreto-Lei 2.848, de 7 de dezembro de 1940, que institui o Código Penal, para não caracterizar como crime lesões decorrentes de invasão de domicílio, que venham a ser causadas ao invasor.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 9/12/2015Ementa: Acresce o parágrafo único ao art. 124 da Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para estabelecer a obrigatoriedade de registro da quilometragem constante no odômetro do veículo no comprovante de transferência de propriedade.
Autor: Jair Bolsonaro - PP/RJ.;"Data de apresentação: 25/2/2015Ementa: Denomina ""Mar Presidente Médici - Amazônia Azul"" a Zona Econômica Exclusiva brasileira, faixa que se estende das doze às duzentas milhas marítimas, contadas a partir das linhas de base que servem para medir a largura do mar territorial."
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 10/3/2015Ementa: Acresce o § 3º ao art. 31 da Lei nº 3.765, de 4 de maio de 1960, que dispõe sobre as pensões militares, para instituir prazo obrigatório para julgamento da legalidade da concessão de pensões militares.
Autores: Eduardo Bolsonaro - PSC/SP,Jair Bolsonaro - PP/RJ,Alberto Fraga - DEM/DF.;Data de apresentação: 20/3/2015Ementa: Altera a Lei nº 7.210, de 11 de julho de 1984, para tornar obrigatória a revista pessoal aos visitantes em estabelecimentos prisionais.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 13/10/2015Ementa: Recurso contra o não recebimento e o consequente arquivamento, em 7 de outubro de 2015, da denúncia de sua autoria apresentada em desfavor da Excelentíssima Senhora Presidente da República, Dilma Rousseff, pela suposta prática de crime de responsabilidade, protocolada no dia 12 de março de 2015 e aditada em 27 de julho de 2015.
Autores: Delegado Edson Moreira - PTN/MG,Moroni Torgan - DEM/CE,Delegado Éder Mauro - PSD/PA,Subtenente Gonzaga - PDT/MG,Pastor Eurico - PSB/PE,Alberto Fraga - DEM/DF,Laerte Bessa - PR/DF,Silas Freire - PR/PI,Efraim Filho - DEM/PB,Gilberto Nascimento - PSC/SP,Laudivio Carvalho - PMDB/MG,Jair Bolsonaro - PP/RJ,Gonzaga Patriota - PSB/PE,Eduardo Bolsonaro - PSC/SP,João Rodrigues - PSD/SC,Mauro Lopes - PMDB/MG,Alexandre Leite - DEM/SP.;Data de apresentação: 14/7/2015Ementa: Requer no âmbito da Comissão de Segurança Pública e Combate ao Crime Organizado, por meio dos trabalhos realizados pela Subcomissão Permanente para tratar do Combate ao Crime Organizado, ouvir os Grupos de Atuação Especial de Combate ao Crime Organizado - GAECO dos Ministérios Públicos Estaduais e os Secretários  Estaduais de Segurança Pública de Minas Gerais, São Paulo, Rio de Janeiro e Paraná.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 30/3/2015Ementa: Requer a inclusão na Ordem do Dia da Proposta de Emenda à Constituição nº 308, de 2004, que altera a redação dos artigos 21, 32 e 144, da Constituição Federal, criando as polícias penitenciárias federal e estaduais.
Autores: Alexandre Leite - DEM/SP,Onyx Lorenzoni - DEM/RS,Alberto Fraga - DEM/DF,Moroni Torgan - DEM/CE,Capitão Augusto - PR/SP,Major Olimpio - PDT/SP,Wilson Filho - PTB/PB,Delegado Edson Moreira - PTN/MG,Lincoln Portela - PR/MG,Jair Bolsonaro - PP/RJ,Efraim Filho - DEM/PB,Delegado Waldir - PSDB/GO,Hugo Leal - PROS/RJ,Subtenente Gonzaga - PDT/MG,Eduardo Bolsonaro - PSC/SP,Pastor Eurico - PSB/PE,José Priante - PMDB/PA,Arnaldo Faria de Sá - PTB/SP,Guilherme Mussi - PP/SP,Delegado Éder Mauro - PSD/PA.;Data de apresentação: 17/3/2015Ementa: Requer a criação de Subcomissão Permanente para tratar do controle de armas, munições e explosivos.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 30/4/2015Ementa: Requer inclusão na Ordem do Dia da Proposta de Emenda à Constituição nº 443/2009, que fixa parâmetros para a remuneração dos advogados públicos.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 6/5/2015Ementa: Requer que o Projeto de Lei 8.220/14 seja desapensado do Projeto de Lei 5.054/05.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 25/3/2015Ementa: Requer a convocação da Senhora Ministra de Estado Chefe da Secretaria de Direitos Humanos, para prestar esclarecimentos sobre a Resolução nº 12, de 16 de janeiro de 2015, do Conselho Nacional de Combate à Discriminação - CNCD/LGBT.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 25/3/2015Ementa: Requer a convocação da Senhora Ministra de Estado Chefe da Secretaria de Direitos Humanos, para prestar esclarecimentos sobre a Resolução nº 11, de 18 de dezembro de 2014, do Conselho Nacional de Combate à Discriminação - CNCD/LGBT.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 26/5/2015Ementa: Requer apensação do PL nº 7282/2014 ao PL 3722/2012.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 10/6/2015Ementa: Requer REVISÃO do despacho aposto ao PL 8.220/14 que o manteve apensado ao PL 5054/05.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 16/6/2015Ementa: Requer a retirada do Projeto de Decreto Legislativo nº 916/2013.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 16/6/2015Ementa: Requer a retirada do Projeto de Lei nº 5720/2013.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 26/3/2015Ementa: Requer a realização de audiência pública para a discussão de medidas efetivas de combate aos roubos de cargas e de transporte de valores, bem como que seja convidado o Senhor Carlos Franklin Paixão de Araújo
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 5/2/2015Ementa: Requer desarquivamento de proposições.
Autores: Delegado Waldir - PSDB/GO,Capitão Augusto - PR/SP,Adelmo Carneiro Leão - PT/MG,Delegado Edson Moreira - PTN/MG,Givaldo Carimbão - PROS/AL,Marcos Reategui - PSC/AP,Alexandre Leite - DEM/SP,Eduardo Bolsonaro - PSC/SP,Laudivio Carvalho - PMDB/MG,Alberto Fraga - DEM/DF,Jair Bolsonaro - PP/RJ,Ronaldo Martins - PRB/CE,Major Olimpio - PDT/SP,Aluisio Mendes - PSDC/MA,Zé Carlos - PT/MA,Moroni Torgan - DEM/CE,Hugo Leal - PROS/RJ.;Data de apresentação: 31/3/2015Ementa: Requer seja criada Subcomissão Especial para Discutir a Mortalidade e as Consequências dos Acidentes de Trânsito no Brasil.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 14/5/2015Ementa: Requer a realização de consulta ao Tribunal de Contas da União, visando à manifestação daquela Corte quanto à possibilidade do pagamento das mensalidades relativas a exercícios anteriores, quando da instituição de pensões militares, inclusive nos casos de reversão e melhoria, anteriormente ao julgamento de sua legalidade pelo Tribunal de Contas.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 11/2/2015Ementa: Requer novo despacho para apreciação do PL 7.582 de 2014 pela Comissão de Segurança Pública e Combate ao Crime Organizado.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 3/3/2015Ementa: Requer exclusão de Proposta de Emenda à Constituição do rol de  proposições a serem desarquivadas.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 4/3/2015Ementa: Requer desarquivamento da Proposta de Emenda à Constituição nº 404/2014.
Autores: Luiz Carlos Hauly - PSDB/PR,Jair Bolsonaro - PP/RJ,Eduardo Cury - PSDB/SP.;Data de apresentação: 18/8/2015Ementa: Requer a instalação de painel com a relação de todos os pracinhas falecidos na 2ª Guerra Mundial nos corredores da Câmara dos Deputados.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 19/5/2015Ementa: Solicita informações ao Senhor Ministro de Estado da Defesa sobre voos realizados em aeronaves oficiais, no trajeto entre Brasília e Montevidéu, no mês de junho de 2012.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 16/10/2014Ementa: Dá nova redação à MPV 657/2014
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 15/10/2014Ementa: Dá nova redação à MPV 657/2014
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 13/3/2014Ementa: Sugere a modificação do artigo 113, da Lei nº 6.880, de 9 de dezembro de 1980, que dispõe sobre o Estatuto dos Militares, versando sobre a situação de interdição judicial de militar reformado.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 23/4/2014Ementa: Sugere a alteração do artigo 97, da Lei 6.880, de 9 de dezembro de 1980, que dispõe sobre o Estatuto dos Militares, para reduzir o tempo de permanência das militares femininas para 25 (vinte e cinco) anos de serviço.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 23/4/2014Ementa: Sugere a alteração do artigo 91, da Lei 7.289, de 18 de dezembro de 1984, que dispõe sobre o Estatuto dos policiais militares da Polícia Militar do Distrito Federal e do artigo 92, da Lei 7.479, de 2 de junho de 1896, que dispõe sobre o Estatuto dos Bombeiros Militares do Corpo de Bombeiros Militar do Distrito Federal, para reduzir o tempo de permanência das militares femininas para 25 (vinte e cinco) anos de serviço.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 17/12/2014Ementa: Ficam sustados os efeitos da Portaria Interministerial nº 2, de 20 de novembro de 2014, que institui Grupo de Trabalho com a finalidade de adotar medidas visando receber denúncias de crimes de discriminação nas redes sociais on line.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 11/2/2014Ementa: Acresce inciso ao art. 23, do Decreto-Lei nº 2.848, de 7 de dezembro de 1940, que institui o Código Penal, para não caracterizar como crime atos de defesa no interior de domicílio.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 11/2/2014Ementa: Modifica as redações do parágrafo único do art. 23 e do art. 25, do Decreto-Lei 2.848, de 7 de dezembro de 1940, que institui o Código Penal, para não caracterizar como crime atos de legítima defesa própria e de terceiros.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 19/3/2014Ementa: Altera a redação do art. 6º, da Lei 10.826, de 22 de dezembro de 2003, para disciplinar a concessão de porte de armas aos integrantes dos órgãos de segurança pública e demais cidadãos em decorrência de sua atividade.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 16/4/2014Ementa: Altera a redação do art. 65 e seu § 1º, da Lei nº 9.605, de 12 de fevereiro de 1998, para agravar as penas do crime de pichação.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 16/4/2014Ementa: Altera a redação do inciso V, do art. 6º, da Lei nº 6.938, de 31 de agosto de 1981 e do § 1º, do art. 70, da Lei nº 9.605, de 12 de fevereiro de 1998, para incluir, de forma expressa, as Polícias Militares dos Estados e do Distrito Federal no Sistema Nacional do Meio Ambiente - SISNAMA, bem como disciplinar o exercício das atividades de policiamento ambiental.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 29/4/2014Ementa: Altera a redação do inciso XIV, do artigo 6º, da Lei nº 7.713, de 22 de novembro de 1998, que altera a legislação do imposto de renda e dá outras providências, para incluir os portadores de doença pulmonar obstrutiva crônica - DPOC - enfisema pulmonar, no rol de isentos de tributação.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 30/4/2014Ementa: Confere ao Município de Porto Real, no Estado do Rio de Janeiro, o título de Berço da Colonização Italiana no Brasil.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 3/6/2014Ementa: Acresce o inciso XIV-A, ao artigo 6º, da Lei nº 7.713 de 22 de dezembro de 1988, para conceder isenção de imposto de renda para quem tiver dependente legal portador de doença relacionada.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 3/12/2014Ementa: Acresce inciso ao § 2º do art. 121, do Decreto-Lei 2.848, de 7 de dezembro de 1940, que institui o Código Penal, e altera o inciso I do art. 1º da Lei nº 8.072, de 25 de julho de 1990, tornando hediondos os crimes cometidos contra as vidas de servidores da segurança pública e seus familiares.
Autores: Eduardo Cunha - PMDB/RJ,Jair Bolsonaro - PP/RJ,Simão Sessim - PP/RJ,Paulo Freire - PR/SP,Amauri Teixeira - PT/BA,Roberto Teixeira - PP/PE,Stepan Nercessian - PPS/RJ,Antonio Bulhões - PRB/SP,Esperidião Amin - PP/SC,Zé Geraldo - PT/PA,Pastor Eurico - PSB/PE,Sandro Mabel - PMDB/GO,Felipe Bornier - PSD/RJ,Padre Ton - PT/RO,Manoel Junior - PMDB/PB,Osmar Serraglio - PMDB/PR,Newton Cardoso - PMDB/MG,Weverton Rocha - PDT/MA,Pastor Marco Feliciano - PSC/SP,Perpétua Almeida - PCdoB/AC,Weliton Prado - PT/MG,Delegado Protógenes - PCdoB/SP,Marco Maia - PT/RS,Takayama - PSC/PR,Tiririca - PR/SP,Amir Lando - PMDB/RO,Akira Otsubo - PMDB/MS,João Magalhães - PMDB/MG,Leopoldo Meyer - PSB/PR,Luciana Santos - PCdoB/PE,Paes Landim - PTB/PI,Thiago Peixoto - PSD/GO,Francisco Escórcio,Chico das Verduras - PRP/RR,Acelino Popó - PRB/BA,Givaldo Carimbão - PROS/AL,Subtenente Gonzaga - PDT/MG,Mauro Benevides - PMDB/CE,Sebastião Bala Rocha - SD/AP,Simplício Araújo - SD/MA,Filipe Pereira - PSC/RJ,Edson Silva - PROS/CE,Sérgio Moraes - PTB/RS,Valtenir Pereira - PROS/MT,Carlos Alberto Leréia - PSDB/GO,Valmir Assunção - PT/BA,Arolde de Oliveira - PSD/RJ,Leonardo Picciani - PMDB/RJ,Walney Rocha - PTB/RJ,Manuel Rosa Neca - PR/RJ,Lincoln Portela - PR/MG,Onofre Santo Agostini - PSD/SC,Paulo Pimenta - PT/RS.;"Data de apresentação: 9/12/2014Ementa: Acresce parágrafo ao art. 8º da Lei nº 8.906 de 04 de julho de 1.994, que dispõe sobre o ""Estatuto da Advocacia e da Ordem dos Advogados do Brasil (OAB)""."
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 11/12/2014Ementa: Cria a Comissão da Verdade (CV) no âmbito da Casa Civil da Presidência da República.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 23/4/2014Ementa: Requer envio de resposta externa, por parte do Ministério do Meio Ambiente, acerca dos questionamentos formulados no Requerimento de Informações nº 3.807, de 2013.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 2/7/2014Ementa: Requer a realização de Sessão Solene em Homenagem aos 70 anos da participação da Força Expedicionária Brasileira (FEB) na Segunda Guerra Mundial.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 18/12/2014Ementa: Requer apensação da PEC nº 445/2014 à PEC 443/2009.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 13/3/2014Ementa: Requer a convocação do Ministro de Estado da Saúde para prestar esclarecimentos quanto a real situação dos Médicos Cubanos participantes do Programa mais Médicos.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 25/2/2014Ementa: Requer a realização de Sessão Solene em referência aos cinquenta anos do dia 31 de março de 1964.
Autor: Jair Bolsonaro - PP/RJ.;"Data de apresentação: 7/4/2014Ementa: Requer inclusão na Ordem do Dia da PLP nº 275 de 2001, que ""dispõe sobre a aposentadoria do funcionário policial, nos termos do art. 103, da Constituição Federal, para regulamentar a aposentadoria da mulher servidora policial""."
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 25/2/2014Ementa: Solicita informações ao Senhor Chefe do Gabinete de Segurança Institucional da Presidência da República a respeito da veracidade de notícia divulgada por mídia sobre abandono de tradutora brasileira, integrante de comitiva oficial de viagem presidencial, na cidade do Panamá.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 5/5/2014Ementa: Requer envio de resposta externa, por parte do Ministério do Meio Ambiente, acerca dos questionamentos formulados no Requerimento de Informações nº 3.807, de 2013.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 11/7/2013Ementa: Dá nova redação à MPV 621/2013
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 9/7/2013Ementa: Dá nova redação à MPV 621/2013
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 9/7/2013Ementa: Dá nova redação à MPV 621/2013
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 9/7/2013Ementa: Dá nova redação à MPV 621/2013
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 9/7/2013Ementa: Dá nova redação à MPV 621/2013
Autor: Jair Bolsonaro - PP/RJ.;"Data de apresentação: 6/6/2013Ementa: Ficam sustados os efeitos do inteiro teor do Decreto Federal nº 6.817, de 7 de abril de 2009 e da Seção III, da Portaria IBAMA nº 11, de 10 de junho de 2009, que versa sobre ""porte, uso e emprego de armamentos"" por servidores do Órgão."
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 26/3/2013Ementa: Dá nova redação ao inciso I do art. 1º da Lei nº 8.072, de 25 de julho de 1990, para incluir os crimes passionais como hediondos e dá outras providências.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 17/4/2013Ementa: Altera as redações do parágrafo único do art. 83, dos arts. 213, caput e §§ 1º e 2º e 217-A, caput e §§ 3º e 4º, todos do Decreto-lei nº 2.848, de 7 de dezembro de 1940 e a do § 2º do art. 2º da Lei nº 8.072, de 25 de julho de 1990. Explicação: Aumenta a pena para os crimes de estupro e estupro de vulnerável, exige que o condenado por esses crimes conclua tratamento químico voluntário para inibição do desejo sexual como requisito para obtenção de livramento condicional e progressão de regime.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 30/4/2013Ementa: Inclui parágrafo no art. 59 do Decreto-lei nº 2.848, de 7 de dezembro de 1940 (Código Penal) para aplicação de pena no caso em que o crime cometido com concursos de pessoas tenha participação de menor.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 6/6/2013Ementa: Revoga o art. 26, da Lei nº 5.197, de 3 de janeiro de 1967. Explicação: Revoga dispositivo que permitia o porte de arma para servidores designados para atividades de fiscalização ambiental.
Autores: Pastor Eurico - PSB/PE,Costa Ferreira - PSC/MA,Pastor Marco Feliciano - PSC/SP,João Dado - PDT/SP,Leonardo Quintão - PMDB/MG,Dr. Grilo - PSL/MG,Zequinha Marinho - PSC/PA,Alfredo Kaefer - PSDB/PR,Henrique Afonso - PV/AC,William Dib - PSDB/SP,Jair Bolsonaro - PP/RJ,Otoniel Lima - PRB/SP,Eurico Júnior - PV/RJ.;"Data de apresentação: 7/8/2013Ementa: Revoga-se a Lei nº 12.845, de 1º de agosto de 2013, que ""dispõe sobre o atendimento obrigatório e integral, às pessoas vítimas de violência sexual""."
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 5/9/2013Ementa: Altera a redação do parágrafo único do art. 163, do Decreto-Lei nº 2.848, de 7 de dezembro de 1940, que institui o Código Penal  Brasileiro.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 18/12/2013Ementa: Altera a redação do inciso II, do art. 4º, da Lei nº 10.406, de 10 de janeiro de 2002, que institui o Código Civil. Explicação: Altera a redação do Código Civil no que se refere à Incapacidade relativa daqueles que por enfermidade tenham o discernimento reduzido, incapazes portanto, da prática de alguns atos da vida civil.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 18/12/2013Ementa: Altera a redação da art. 113 da Lei nº 6.880, de 9 de dezembro de 1980, que dispõe sobre o Estatuto dos Militares.
Autores: Jair Bolsonaro - PP/RJ,Dr. Ubiali - PSB/SP.;"Data de apresentação: 11/4/2013Ementa: Contra a apreciação conclusiva da Comissão Especial da Câmara dos Deputados sobre o Projeto de Lei nº 2.245, de 2007.

"
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 19/11/2013Ementa: Requer a realização de audiência pública da Subcomissão em Defesa da História das Forças Armadas na Formação do Estado Brasileiro, para debater os fatos relacionados à Guerrilha do Araguaia.
Autores: João Campos - PSDB/GO,Jair Bolsonaro - PP/RJ.;Data de apresentação: 8/8/2013Ementa: Requer a inclusão do convidado com base no Requerimento n.º 243/2013 de autoria do deputado Otavio Leite.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 22/8/2013Ementa: Requer a realização de pesquisa de opinião sobre a redução da idade penal, para subsidiar os trabalhos da Comissão Especial destinada a proferir Parecer ao Projeto de Lei nº 7.197, de 2002, do Senado Federal.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 11/4/2013Ementa: Requer a convocação da Sra. MARIA DO ROSÁRIO, DD. Ministra de Estado da Secretaria de Direitos Humanos da Presidência da República para prestar esclarecimentos sobre o Plano Nacional de Promoção da Cidadania e Direitos Humanos de LGBT.
