autores;data de apresentação e ementa
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 26/9/2013Ementa: Requer a instalação de Subcomissão Especial para defesa da história das Forças Armadas na formação do Estado brasileiro.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 17/7/2013Ementa: Repudia, veemente, ação do governo boliviano em relação à aeronave militar da Força Aérea Brasileira
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 20/8/2013Ementa: Requer tramitação conjunta das matérias que especifica.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 10/9/2013Ementa: Requer novo despacho para apreciação do PL 6.240 de 2013 pela Comissão de Relações Exteriores e de Defesa Nacional.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 10/9/2013Ementa: Requer novo despacho para apreciação do PL 6.240 de 2013 pela Comissão de Direitos Humanos e Minorias.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 9/10/2013Ementa: Requer instalação de Comissão Especial para análise e emissão de Parecer da Proposta de Emenda à Constituição nº 293 de 2013.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 29/5/2013Ementa: Solicita informações ao Senhor Ministro de Estado da Fazenda sobre a situação dos policiais e bombeiros militares do antigo Distrito Federal e de seus pensionistas.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 29/5/2013Ementa: Solicita informações ao Senhor Ministro do Trabalho e Emprego sobre pagamentos de auxílio-defeso a pescadores da região de Paraty-RJ.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 16/10/2013Ementa: Solicita informações ao Senhor Ministro de Estado das Relações Exteriores a respeito da veracidade de notícia divulgada por mídia sobre abandono de tradutora brasileira, integrante de comitiva oficial de viagem presidencial, na cidade do Panamá.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 24/10/2013Ementa: Solicita informações ao Senhor Ministro de Estado do Meio Ambiente sobre autuações aplicadas em decorrência de danos causados ao meio ambiente na Estação Ecológica de Tamoios – ESEC TAMOIOS, desde sua criação.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 17/10/2012Ementa: Dispõe sobre a remuneração dos cargos das Carreiras de Oficial de Chancelaria e Assistente de Chancelaria, de que trata a Lei nº 11.440, de 29 de dezembro de 2006, da Carreira de Fiscal Federal Agropecuário, de que trata a Lei nº 10.883, de 16 de junho de 2004, das Carreiras de Procurador da Fazenda Nacional, Advogado da União, Procurador Federal, Defensor Público da União e da Carreira de Procurador do Banco Central do Brasil, de que trata a Lei nº 11.358, de 19 de outubro de 2006, das Carreiras de Gestão Governamental, Diplomata, Técnico de Planejamento e Pesquisa do IPEA, de que trata a Lei nº 11.890, de 24 de dezembro de 2008, das Carreiras de Oficial de Inteligência, Oficial Técnico de Inteligência, Agente de Inteligência e Agente Técnico de Inteligência, de que trata a Lei nº 11.776, de 17 de setembro de 2008, dos cargos de Delegado de Polícia Federal e de Perito Criminal Federal da Carreira Policial Federal, da Carreira de Policial Rodoviário Federal e dos cargos de Delegado de Polícia Civil, Perito Criminal Civil, Médico-Legista Civil, Técnico em Medicina Legal Civil e Técnico em Polícia Criminal Civil da Carreira Policial Civil dos Extintos Territórios Federais do Acre, Am
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 19/9/2012Ementa: Acrescenta parágrafo ao art. 72, da Lei nº 11.343, de 26 de agosto de 2006, para viabilizar o uso de drogas apreendidas para fins específicos de adestramento de cães, na forma que menciona.
Autor: Jair Bolsonaro - PP/RJ.;"Data de apresentação: 6/2/2012Ementa: Contra a apreciação conclusiva da Comissão Especial da Câmara dos Deputados sobre o Projeto de  Lei nº 7.672 de 2010.

"
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 10/5/2012Ementa: Contra o deferimento ao pleito do Requerimento nº 5.058, de 2012, retirando o Recurso nº 111, de 2012, contra a apreciação conclusiva da Comissão Especial da Câmara dos Deputados sobre o Projeto de  Lei nº 7.672 de 2010.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 14/3/2012Ementa: seja convocado o  Excelentíssimo Senhor CELSO AMORIM, Ministro de Estado da Defesa, para, em audiência pública, prestar esclarecimentos a respeito de suas reiteradas manifestações, em diversos órgãos de mídia, sobre aplicação de punições a militares inativos por externarem pensamento e conceito ideológico.
Autores: Perpétua Almeida - PCdoB/AC,Emanuel Fernandes - PSDB/SP,Geraldo Thadeu - PSD/MG,Jair Bolsonaro - PP/RJ,Vitor Paulo - PRB/RJ,Leonardo Gadelha - PSC/PB,George Hilton - PRB/MG,Raul Henry - PMDB/PE,Alfredo Sirkis - PV/RJ,Vieira da Cunha - PDT/RS,Luiz Sérgio - PT/RJ,Damião Feliciano - PDT/PB,Hugo Napoleão - PSD/PI,Henrique Fontana - PT/RS,Claudio Cajado - DEM/BA.;Data de apresentação: 28/5/2012Ementa: Requer seja autorizada a liberação de passagens aéreas e de diárias, a serem deduzidas  da cota da Comissão, para que esta Presidenta possa representar este Colegiado no âmbito da Conferência Rio+20. Requer, igualmente, que seja autorizada a liberação de passagens aéreas e de diárias para que os servidores Ana Cristina S. Oliveira, Roberto C. Duarte, Antonio A. F. Júnior, Paulo de Tarso e Vanessa Marquez possam acompanhar e assessorar os trabalhos da CREDN no mesmo evento, que ocorrerá no Rio de Janeiro, no período de 13 a 22 de junho.
Autores: Edio Lopes - PMDB/RR,Lincoln Portela - PR/MG,Lourival Mendes - PTdoB/MA,Dalva Figueiredo - PT/AP,Enio Bacci - PDT/RS,Keiko Ota - PSB/SP,Jair Bolsonaro - PP/RJ.;Data de apresentação: 13/6/2012Ementa: Requer a inclusão de convidado para Audiência Pública a realizar-se em 19 de junho do corrente ano.
Autor: Jair Bolsonaro - PP/RJ.;"Data de apresentação: 10/2/2012Ementa: Requer sejam anexadas ao RECURSO Nº 111/2012, apresentado em 6 de fevereiro de 2012, mais 02 (duas) folhas de assinaturas.

"
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 10/8/2012Ementa: Requer adoção de medidas para atendimento, pela Ministra do Meio Ambiente, de Requerimento de Informações.
Autor: Jair Bolsonaro - PP/RJ.;"Data de apresentação: 5/12/2012Ementa: Requer inclusão na Ordem do Dia da PEC nº 555, de 2006, que ""revoga o art. 4º da EC nº 41, de 2003""."
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 11/4/2012Ementa: Solicita informações ao Senhor Ministro de Estado do Meio Ambiente sobre multas aplicadas, detalhamentos de danos causados ao meio ambiente e condições de trafegabilidade nas baías de Angra dos Reis, da Ilha Grande e de Paraty, bem como solicita cópia dos estudos efetuados que precederam a criação da Estação Ecológica de Tamoios.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 28/9/2011Ementa: Dispõe sobre a investigação criminal conduzida pela autoridade policial.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 24/3/2011Ementa: Inclui um Capítulo V-A, no Decreto-lei nº 667, de 2 de julho de 1969, versando sobre garantias dos integrantes da polícia militar e dos corpos de bombeiros militar.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 24/3/2011Ementa: Dispõe sobre a profissão de Brigadista Particular e dá outras providências.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 27/9/2011Ementa: Dispõe sobre as carreiras do Ministério Público da União, fixa os valores da sua remuneração, revoga a Lei nº 11.415 de 15 de Dezembro de 2006 e dá outras providências.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 27/9/2011Ementa: Dispõe sobre as carreiras do Ministério Público da União, fixa os valores da sua remuneração, revoga a Lei nº 11.415 de 15 de Dezembro de 2006 e dá outras providências.
Autores: Jair Bolsonaro - PP/RJ,Antonio Imbassahy - PSDB/BA,Beto Mansur - PP/SP,Carlos Sampaio - PSDB/SP,Onyx Lorenzoni - DEM/RS.;Data de apresentação: 21/9/2011Ementa: Dá nova redação ao § 3º do artigo 4º do projeto.
Autores: Hugo Leal - PSC/RJ,Adrian - PMDB/RJ,Alessandro Molon - PT/RJ,Alexandre Santos - PMDB/RJ,Alfredo Sirkis - PV/RJ,Andreia Zito - PSDB/RJ,Anthony Garotinho - PR/RJ,Arolde de Oliveira - DEM/RJ,Aureo - PRTB/RJ,Benedita da Silva - PT/RJ,Brizola Neto - PDT/RJ,Chico Alencar - PSOL/RJ,Chico D'Angelo - PT/RJ,Deley - PSC/RJ,Dr. Adilson Soares - PR/RJ,Dr. Aluizio - PV/RJ,Dr. Carlos Alberto - PMN/RJ,Dr. Paulo César - PR/RJ,Edson Ezequiel - PMDB/RJ,Edson Santos - PT/RJ,Eduardo Cunha - PMDB/RJ,Eliane Rolim - PT/RJ,Felipe Bornier - PHS/RJ,Fernando Jordão - PMDB/RJ,Filipe Pereira - PSC/RJ,Francisco Floriano - PR/RJ,Glauber Braga - PSB/RJ,Jair Bolsonaro - PP/RJ,Jandira Feghali - PCdoB/RJ,Jean Wyllys - PSOL/RJ,Liliam Sá - PR/RJ,Marcelo Matos - PDT/RJ,Miro Teixeira - PDT/RJ,Neilton Mulim - PR/RJ,Otavio Leite - PSDB/RJ,Rodrigo Maia - DEM/RJ,Romário - PSB/RJ,Simão Sessim - PP/RJ,Solange Almeida - PMDB/RJ,Stepan Nercessian - PPS/RJ,Vitor Paulo - PRB/RJ,Walney Rocha - PTB/RJ,Washington Reis - PMDB/RJ,Zoinho - PR/RJ.;"Data de apresentação: 24/8/2011Ementa: Sugere ao Exmo. Senhor Ministro da Secretaria de Assuntos Estratégicos da Presidência da República que nos trabalhos em curso, na citada Secretaria ou no âmbito do Instituto de Pesquisa Econômica Aplicada - IPEA, objetivando a definição do papel e criação de escritórios regionais do Instituto, seja formulada proposta de reestruturação e fortalecimento institucional da Unidade Rio do IPEA.

"
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 10/2/2011Ementa: Dá nova redação ao § 1º do art. 261 da Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro. Explicação: Suspende o direito de dirigir do infrator que atingir quarenta pontos na Carteira Nacional de Habilitação, durante o período de doze meses.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 4/5/2011Ementa: Nos termos regimentais, REQUEIRO a V.Exa. a retirada de minha assinatura do Requerimento de criação da Comissão Parlamentar de Inquérito destinada a investigar as constantes panes no sistema das operadoras de telefonia móvel, fixa e de banda larga de Internet no Brasil.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 3/3/2011Ementa: Solicita a convocação do Excelentíssimo Senhor FERNANDO HADDAD, Ministro de Estado da Educação, para prestar esclarecimentos a esta Comissão sobre a elaboração de material de combate à homofobia a ser distribuído nas escolas de ensino fundamental.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 3/5/2011Ementa: Requer aprovação de Voto de Louvor ao Presidente dos Estados Unidos da América - BARACK OBAMA pela ação que culminou com a morte do terrorista OSAMA BIN LADEN.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 15/9/2011Ementa: Requer instalação de Comissão Especial com a finalidade de dar parecer sobre a Proposta de Emenda à Constituição nº 53, de 2007.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 6/7/2011Ementa: requer realização, pelo Tribunal de Contas da União, de auditoria operacional, financeira e contábil no Ministério da Educação e Cultura.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 3/3/2011Ementa: Requer a convocação do Sr. Ministro de Estado da Educação para prestar esclarecimentos à Comissão de Direitos Humanos e Minorias sobre a elaboração de material de combate à homofobia a ser distribuído nas escolas de ensino fundamental.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 1/3/2011Ementa: Requer desarquivamento de proposições.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 28/6/2011Ementa: Requer a inclusão de autoridade a ser ouvida em audiência pública para debater a crise do Corpo de Bombeiros Militar do Estado do Rio de Janeiro.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 30/8/2011Ementa: Requer que a Comissão de Segurança Pública e Combate ao Crime Organizado encaminhe Requerimento de Informação ao Ministro da Justiça.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 17/3/2011Ementa: Requer que o Tribunal de Contas da União se manifeste sobre a aplicabilidade aos beneficiários dos policiais e bombeiros militares do Distrito Federal, dos ex-Territórios Federais do Amapá, Rondônia e de Roraima e os remanescentes do antigo Distrito Federal, regidos pela Lei nº 10.486, de 4 de julho de 2002, e falecidos em data anterior a edição da citada lei, do disposto no § 3º do art. 36 da mencionada lei.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 8/11/2011Ementa: Requer convocação do Sr. Ministro de Estado da Defesa para prestar esclarecimentos a esta Comissão a respeito da elevada evasão de oficiais e sargentos das Forças Armadas, da atual situação remuneratória de seus integrantes e sobre a falta de votação da MP nº 2.215-10, de 2001, considerando já decorrido mais de 10 anos de sua edição.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 2/3/2011Ementa: Solicita informações ao Senhor Ministro de Estado da Fazenda sobre atendimentos médico, odontológico e hospitalar devidos aos militares e pensionistas da Polícia Militar e do Corpo de Bombeiros Militar do antigo Distrito Federal.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 25/3/2010Ementa: Sugere ao Ministro de Estado da Defesa que altere o texto do inciso II, do art. 116, da Lei nº 6.880, de 9 de dezembro de 1980 (Estatuto dos Militares).
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 9/6/2010Ementa: Revoga a Resolução nº 277, de 28 de maio de 2008, do Conselho Nacional de Trânsito - CONTRAN, que dispõe sobre o transporte de menores de 10 anos e a utilização do dispositivo de retenção para o transporte de crianças em veículos. Explicação: Revoga a dispensa de utilização do dispositivo de retenção para o transporte de crianças nos veículos de transporte coletivo, de aluguel, táxis, escolares.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 9/6/2010Ementa: Inclui parágrafo único no art. 65 da Lei nº 9.503, de 23 de setembro de 1997, que instituiu o Código de Trânsito Brasileiro - CTB. Explicação: Não se aplicam as exceções sobre utilização do cinto de segurança e transporte de crianças no banco traseiro aos veículos que transitam em vias cuja velocidade máxima seja igual ou superior a oitenta (80) Km.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 14/12/2010Ementa: Altera dispositivos do Decreto-lei nº 2.848, de 07 de dezembro de 1940 (Código Penal), da Lei nº 7.210, de 11 de julho de 1884 (Lei de Execuções Penais) e da Lei nº 8.072, de 25 de julho de 1990, relativamente aos crimes de quadrilha, associação para o tráfico ilícito de entorpecentes e drogas afins e contra o patrimônio praticados com grave ameaça ou violência à pessoa.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 15/12/2010Ementa: Altera dispositivos da Lei nº 10.826, de 22 de dezembro de 2003, que dispõe sobre registro, posse e comercialização de armas de fogo e munição, sobre o Sistema Nacional de Armas - SINARM.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 10/3/2010Ementa: que requer manifestação do Tribunal de Contas da União (TCU) sobre interpretação de direito previsto no Decreto-lei nº 8.795, de 23 de janeiro de 1946, se os beneficiários da pensão deixada pelos instituidores das vantagens estabelecidas fazem jus à percepção do adicional de 25% (vinte e cinco por cento) previsto no parágrafo único do art. 3º, do mencionado diploma legal.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 10/3/2010Ementa: Requer manifestação do Tribunal de Contas da União sobre interpretação a respeito de reversão de cotas-partes da pensão instituída pelo art. 30, da Lei nº 4.242, de 17 de julho de 1963.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 16/3/2010Ementa: para que a Comissão manifeste Voto de Louvor da Câmara dos Deputados ao Parlamento Europeu em virtude da Declaração de repúdio à morte previsível, cruel e evitável do prisioneiro cubano Orlando Zapata Tamayo e as manifestações daquela Casa sobre a necessidade de libertação, imediata e incondicional, de todos os prisioneiros políticos mantidos pela República de Cuba.
Autor: Jair Bolsonaro - PP/RJ.;"Data de apresentação: 8/4/2010Ementa: seja solicitada manifestação do Tribunal de Contas da União sobre interpretação a respeito de suspensão de pagamento da parcela remuneratória denominada ""auxílio-invalidez"", devida aos militares."
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 16/3/2010Ementa: Repudia, veemente, a morte previsível, cruel e evitável do prisioneiro cubano Orlando Zapata Tamayo e manifesta entendimento pela necessidade de libertação, imediata e incondicional, de todos os prisioneiros políticos mantidos pela República de Cuba.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 17/3/2010Ementa: Manifesta irrestrito apoio ao direito universal de livre manifestação do pensamento do povo cubano.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 23/11/2010Ementa: Solicita informações ao Senhor Ministro de Estado do Meio Ambiente sobre legislação e normas que regulem a pesca nas baías de Angra dos Reis, da Ilha Grande e de Paraty e sobre competência para fiscalização de tais atividades.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 23/11/2010Ementa: Solicita informações ao Senhor Ministro de Estado da Pesca e Aquicultura sobre legislação e normas que regulem a pesca nas baías de Angra dos Reis, da Ilha Grande e de Paraty e sobre competência para fiscalização de tais atividades.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 10/3/2009Ementa: Sugere ao Senhor Ministro de Estado da Defesa a adoção de instrumentos que viabilizem a instituição do programa que garante a prorrogação da licença-maternidade para as militares e servidoras civis, nos termos previstos nos arts. 1º e 2º da Lei nº 11.770/08, no âmbito do Ministério da Defesa.
Autor: Jair Bolsonaro - PP/RJ.;"Data de apresentação: 3/2/2009Ementa: Acrescenta parágrafo ao art. 166 da Constituição Federal. Explicação: Determina o caráter obrigatório das emendas parlamentares de iniciativa individual. 
Altera a Constituição Federal de 1988."
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 15/4/2009Ementa: Dá nova redação ao inciso IX do art. 142 da Constituição Federal. Explicação: Estabelece que a remuneração dos militares das Forças Armadas não terá valores inferiores aos postos e graduações correspondentes das Forças Auxiliares.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 24/9/2009Ementa: Acrescenta o § 3º ao art. 42 da Constituição Federal. Explicação: Garante aos membros remanescentes da Polícia Militar e do Corpo de Bombeiros Militar do antigo Distrito Federal, que integravam as corporações em 21 de abril de 1960, os mesmos direitos e vantagens dos atuais Policiais e Bombeiros Militares do atual Distrito Federal, bem como aos seus pensionistas, sendo vedada a retroatividade da remuneração.
Autor: Jair Bolsonaro - PP/RJ.;"Data de apresentação: 25/3/2009Ementa: Dá novas redações às alíneas ""a"" e ""b"", do inciso I, do art. 89, do Decreto-Lei nº 1.001, de 21 de outubro de 1969 (Código Penal Militar), que estabelecem condições para concessão de livramento condicional."
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 15/4/2009Ementa: Acrescenta parágrafo único ao art. 218 da Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro. Explicação: Exclui das penalidades por excesso de velocidade os condutores de veículos precedidos por batedores, de socorro de incêndio e salvamento, de polícia, fiscalização de trânsito e ambulâncias.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 24/6/2009Ementa: Altera o inciso XIV da Lei nº 7.713, de 22 de dezembro de 1988, com a redação dada pela Lei nº 11.052, de 29 de dezembro de 2004, para incluir entre os rendimentos isentos do imposto de renda os proventos percebidos pelos portadores de Lúpus Eritematoso Sistêmico.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 3/9/2009Ementa: Altera a redação do § 1º do art. 6º da Lei nº 10.826, de 22 de dezembro de 2003, que dispõe sobre registro, posse e comercialização de armas de fogo e munição, sobre o Sistema Nacional de Armas - Sinarm, define crimes e dá outras providências. Explicação: Autoriza o porte de arma para os agentes e guardas prisionais integrantes de escoltas de presos e as guardas portuárias.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 18/2/2009Ementa: Altera o § 1º do art. 79 do Regimento Interno da Câmara dos Deputados para assegurar a fixação do crucifixo na parede do plenário, atrás da mesa.
Autor: Jair Bolsonaro - PP/RJ.;"Data de apresentação: 22/4/2009Ementa: Recurso ao Presidente da Câmara dos dos Deputados contra apreciação conclusiva pela Comissão de Constituição e Justiça e de Cidadania ao PL. n.º 2650/2003"".

"
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 24/6/2009Ementa: Recurso, ao Presidente da Câmara dos Deputados, contra apreciação conclusiva, pela Comissão de Constituição e Justiça e de Cidadania, do PL. n.º 95/2003.
Autor: Jair Bolsonaro - PP/RJ.;"Data de apresentação: 8/9/2009Ementa: Recurso, ao Presidente da Câmara dos Deputados, contra apreciação conclusiva pelas Comissões de Educação e Cultura e Constituição e Justiça e de Cidadania do PL nº 2.239, de 2007, da Deputada Vanessa Grazziotin, que institui o dia 28 de agosto como ""Dia Nacional em Homenagem a todas às vítimas do regime militar, no período de 1964 a 1985."
Autor: Jair Bolsonaro - PP/RJ.;"Data de apresentação: 30/9/2009Ementa: que seja convidado o Excelentíssimo Senhor NELSON JOBIM, Ministro de Estado da Defesa, para prestar esclarecimentos a esta Comissão sobre o PL nº 5.919, de 2009, do Poder Executivo, que ""dispõe sobre acesso às graduações superiores de militares oriundos do Quadro de Taifeiros da Aeronáutica""."
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 25/3/2009Ementa: Requer que o PL nº 4.590/2009, que dispõe sobre proibição de produção, utilização e comercialização de bombas de dispersão, seja submetido à apreciação pela CREDN.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 8/7/2009Ementa: Requer agilização, pela Presidência da Câmara dos Deputados, ouvido o Colégio de Líderes, para a nomeação de Comissão Especial.
Autor: Jair Bolsonaro - PP/RJ.;"Data de apresentação: 3/9/2009Ementa: Requer inclusão na Ordem do Dia da PEC nº 308, de 2004, que ""altera os artigos 21, 32 e 144, da Constituição Federal, criando as polícias penitenciárias federal e estaduais""."
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 19/2/2009Ementa: Solicita informações ao Senhor Ministro de Estado da Defesa sobre recursos despendidos com pagamento da parcela remuneratória denominada auxílio-invalidez a militares das Forças Armadas.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 8/4/2009Ementa: Solicita informações ao Senhor Ministro de Estado de Minas e Energia sobre arrendamento de área e outras atividades relacionadas com a empresa Petróleo Brasileiro S. A - PETROBRAS.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 9/7/2009Ementa: Solicita informações ao Senhor Ministro de Estado do Trabalho e Emprego - MTE sobre possibilidade de brasileiro naturalizado exercer comando de navio mercante nacional.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 8/10/2009Ementa: Solicita informações à Senhora Ministra de Estado Chefe da Casa Civil da Presidência da República quanto à situação de vínculo administrativo dos servidores militares do Antigo Distrito Federal e seus pensionistas.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 8/10/2009Ementa: Solicita informações ao Senhor Ministro de Estado da Fazenda quanto à situação de vínculo administrativo dos servidores militares do Antigo Distrito Federal e seus pensionistas.
Autor: Jair Bolsonaro - PP/RJ.;Data de apresentação: 8/10/2009Ementa: Solicita informações ao Senhor Ministro de Estado do Planejamento, Orçamento e Gestão quanto à situação de vínculo administrativo dos servidores militares do Antigo Distrito Federal e seus pensionistas.
Autor: Jair Bolsonaro - PP/RJ.;"Data de apresentação: 3/6/2009Ementa: SUGESTÃO DE EMENDA Nº 10/09 À LDO - do Deputado JAIR BOLSONARO que ""acrescenta item 8 ao Anexo V - Inciso II: Item 8 - Despesas com as ações vinculadas às fontes de recursos a que se referem à alínea ""c"" do inciso II do art. 49 da Lei nº. 9.478, de 6 de agosto de 1997, e do art. 27 da Lei nº. 2.004, de 3 de outubro de 1953, com redação dada pela Lei nº. 7.990, de 28 de dezembro de 1989, referentes às parcelas dos recursos arrecadados à conta das Compensações Financeiras pela Exploração de Petróleo e Gás Natural para atender aos encargos de fiscalização e proteção das áreas produtoras situadas na plataforma continental""."
Autor: Jair Bolsonaro - PP/RJ.;"Data de apresentação: 3/6/2009Ementa: SUGESTÃO DE EMENDA Nº 11/09 À LDO - do Deputado JAIR BOLSONARO que ""modifica o § 2º do artigo 13: Texto atual: § 2º As dotações propostas no Projeto de Lei Orçamentária para 2010, à conta de recursos a que se refere a alínea ""c"" do inciso II do art. 49 da Lei no 9.478, de 6 de agosto de 1997, e do art. 27 da Lei no 2.004, de 3 de outubro de 1953, com redação dada pela Lei no 7.990, de 28 de dezembro de 1988, com o propósito de fiscalização e proteção das áreas produtoras de petróleo e gás natural, corresponderão, pelo menos, ao montante autorizado na Lei Orçamentária de 2009, podendo o excedente constituir Reserva de Contingência a que se refere este artigo. Texto proposto: § 2º As dotações propostas no Projeto de Lei Orçamentária para 2010, à conta de recursos a que se refere a alínea ""c"" do inciso II do art. 49 da Lei no 9.478, de 6 de agosto de 1997, e do art. 27 da Lei no 2.004, de 3 de outubro de 1953, com redação dada pela Lei no 7.990, de 28 de dezembro de 1988, com o propósito de fiscalização e proteção das áreas produtoras de petróleo e gás natural, corresponderão, pelo menos, ao montante autorizado na Lei Orçamentária de 2009, acrescido de 15% (quinze por cento), podendo o excedente constituir Reserva de Contingência a que se refere este artigo""."
Autor: Jair Bolsonaro - PP/RJ.;"Data de apresentação: 9/6/2009Ementa: SUGESTÃO DE EMENDA Nº 13/09 À LDO - do Deputado JAIR BOLSONARO - que ""acrescenta inciso III ao art. 51, assegurando recursos para o pagamento do auxílio-invalidez devido aos militares das Forças Armadas, nos termos da Lei 11.421, de 21 de dezembro de 2006: 
Art. 51..............................................................................................................
I .......................................................................................................................
II ......................................................................................................................
III - do auxílio-invalidez devido aos militares das Forças Armadas, nos termos da Lei 11.421, de 21 de dezembro de 2006"". 
"
Autor: Jair Bolsonaro - PP/RJ.;"Data de apresentação: 3/6/2009Ementa: SUGESTÃO DE EMENDA Nº 05/09 À LDO - do Deputado JAIR BOLSONARO - que ""modifica o Anexo V - Inciso II, Item 2: Texto atual: 2. Despesas com as ações vinculadas à função Ciência e Tecnologia, excetuadas as subfunções Planejamento e Orçamento, Administração Geral, Normatização e Fiscalização, Comunicação Social, Defesa Civil e Atenção Básica, no âmbito do Ministério da Ciência e Tecnologia. Texto proposto: 2. Despesas com as ações vinculadas às funções Defesa Nacional e Ciência e Tecnologia, excetuadas as subfunções, Planejamento e Orçamento, Administração Geral, Normatização e Fiscalização, Comunicação Social, Defesa Civil e Atenção Básica, no âmbito do Ministério da Ciência e Tecnologia""."
Autor: Jair Bolsonaro - PP/RJ.;"Data de apresentação: 3/6/2009Ementa: SUGESTÃO DE EMENDA Nº 06/09 À LDO - do Deputado JAIR BOLSONARO que ""acrescenta Inciso IV ao § 5, do Artigo 91: IV - ofertar uma linha de crédito especial para os militares das Forças Armadas que moram em áreas consideradas de risco""."
Autor: Jair Bolsonaro - PP/RJ.;"Data de apresentação: 3/6/2009Ementa: SUGESTÃO DE EMENDA Nº 07/09 À LDO - do Deputado JAIR BOLSONARO Projeto de emenda a LDO/2010, que ""modifica o inciso I do artigo 91: Texto atual: I - para a Caixa Econômica Federal, redução do déficit habitacional e melhoria das condições de vida das populações mais carentes, especialmente quando beneficiam idosos, pessoas portadoras de deficiência e mulheres chefes de família, via financiamentos a projetos habitacionais de interesse social, projetos de investimentos em saneamento básico e desenvolvimento da infraestrutura urbana e rural. Texto proposto: I - para a Caixa Econômica Federal, redução do déficit habitacional e melhoria das condições de vida das populações mais carentes, especialmente quando beneficiam idosos, pessoas portadoras de deficiência, mulheres chefes de família e militares das Forças Armadas que moram em áreas consideradas de risco via financiamentos a projetos habitacionais de interesse social, projetos de investimentos em saneamento básico e desenvolvimento da infra-estrutura urbana e rural""."
